ID,Yield,TestWt,FDK,DON,StripeRust
SC059,61.52120848,55.68271277,NA,NA,2.637968063
NC043,67.03392464,57.61587688,NA,NA,2.754040253
NC027,56.47052642,56.10374723,NA,NA,2.777927695
LA055,64.16982742,56.0423898,NA,NA,2.778973198
SC055,59.42516892,55.73225483,NA,NA,2.783294549
VA039,63.53194026,54.93401843,NA,NA,2.786392944
VA036,57.56309322,54.07305241,NA,NA,2.801815136
VA006,67.69050221,59.21841543,NA,NA,2.845107336
SC037,78.66128821,60.63461906,NA,NA,2.854042464
VA098,58.53440714,55.88936194,NA,NA,2.867243652
NC097,54.65001038,55.84808628,NA,8.35741255,2.907616168
FL012,63.32568175,57.63626663,NA,NA,2.92122913
AR078,51.85750509,55.67656672,NA,NA,2.924299685
SC030,64.89021823,58.01227618,NA,NA,2.952996795
VA091,56.29091664,57.43972568,NA,NA,2.952996795
AR034,42.3344398,54.34396111,NA,NA,2.965803804
LA008,58.7671365,54.06187631,NA,NA,3.017149062
MD042,66.32978669,52.87472928,NA,NA,3.158305127
SC056,57.3734635,54.99284774,NA,NA,3.210631306
SC057,58.32101554,55.24341414,NA,NA,3.210631306
NC031,56.25863803,57.5709409,NA,NA,3.230635084
AR043,65.27496881,55.67101986,NA,NA,3.246027655
GA182,66.03483989,57.31788229,NA,NA,3.268791182
SC052,60.75206824,56.62176167,NA,NA,3.301815136
VA046,57.88932168,56.36509801,NA,NA,3.301815136
VA047,58.60861006,55.22048597,NA,NA,3.301815136
SC044,64.26688938,56.10621189,NA,NA,3.306662015
VA130,66.92109623,58.94505724,NA,NA,3.337132979
AR007,49.85914885,55.6289739,NA,NA,3.452996795
AR015,58.76296939,56.40721939,NA,NA,3.452996795
NC058,64.25614346,57.61741508,NA,NA,3.452996795
LA027,64.69635109,57.05139198,NA,NA,3.488320225
GA018,67.5982186,57.19633448,NA,NA,3.517149062
LA005,55.01874654,54.78159589,NA,NA,3.517149062
NC033,51.38323644,56.04330569,NA,NA,3.637968063
NC042,62.30398346,57.17814612,NA,NA,3.754040253
SC034,60.72503841,56.88126784,NA,NA,3.754040253
LA110,52.14315397,52.82819858,NA,NA,3.776568692
SC060,58.88477524,55.1484274,NA,NA,3.783294549
SC013,53.73563679,55.64566232,NA,NA,3.801815136
SC016,51.88634578,56.33367823,NA,NA,3.801815136
AR063,60.84809758,61.55247337,NA,NA,3.815188431
VA072,65.29201418,58.40290853,NA,NA,3.853518524
AR028,51.17105957,53.52957659,NA,NA,3.867243652
AR038,57.39848206,58.35116148,NA,NA,3.867243652
NC064,59.5090534,58.91542885,NA,NA,3.867243652
NC040,61.7201277,56.28716888,NA,NA,3.952996795
NC055,63.38475801,56.45268657,NA,NA,3.952996795
NC007,52.26426083,55.46023472,NA,NA,4.184576406
AR031,57.76407943,54.72282784,NA,NA,4.200576985
NC062,55.43813895,57.27630222,NA,NA,4.200576985
VA103,58.53585331,53.88303586,NA,NA,4.200576985
NC036,57.85432111,56.23449066,NA,NA,4.230635084
VA133,80.66494521,58.07733333,NA,15.00741255,4.267417104
NC072,63.0156049,53.47324373,NA,NA,4.277192686
SC014,49.29072496,55.39403393,NA,NA,4.301815136
SC017,57.91275073,54.13941888,NA,NA,4.301815136
SC018,65.14341926,56.132335,NA,NA,4.301815136
VA120,62.6716696,56.44860475,NA,NA,4.337132979
GA035,56.86090733,56.73931677,NA,NA,4.34731509
VA053,56.85590853,57.86346718,NA,NA,4.351636441
VA129,58.21688244,57.24134123,NA,13.25040995,4.438949516
AR033,49.00335466,54.74025208,NA,NA,4.465803804
FL005,61.36126728,55.40479773,NA,NA,4.517149062
NC010,50.77008995,55.5233027,NA,NA,4.517149062
NC066,56.85792145,56.44652103,NA,NA,4.533910319
AR040,61.2497643,57.0117239,NA,NA,4.537738491
VA070,72.54077855,54.40733333,NA,NA,4.566811592
NC011,52.98162993,56.34930183,NA,NA,4.582759869
NC001,51.54510666,55.93624375,NA,NA,4.633646711
NC035,50.78798031,56.82929025,NA,NA,4.633646711
VA050,66.24505579,56.51503014,NA,NA,4.649550235
SC033,56.77295785,58.52091214,NA,NA,4.754040253
NC028,53.25606174,57.93431608,NA,NA,4.801815136
NC030,52.64971609,56.17701457,NA,NA,4.801815136
SC053,66.78747281,57.03737027,NA,NA,4.801815136
VA075,60.31503206,54.63913564,NA,NA,4.853518524
AR032,63.75389675,54.23344652,NA,NA,4.867243652
NC057,61.94214689,55.74085572,NA,NA,4.952996795
SC023,52.32747969,56.0454012,NA,NA,4.952996795
VA088,61.34352068,55.15500346,NA,NA,4.952996795
NC004,51.53309997,56.51011983,NA,NA,5.017149062
LA032,51.15621206,54.76767299,NA,NA,5.069626171
SC012,64.20366928,55.95456432,NA,NA,5.091813911
VA043,62.25812394,57.85142584,NA,NA,5.133499904
LA114,69.23776687,50.14086956,NA,NA,5.149542487
VA156,72.22767543,54.3048416,NA,NA,5.158305127
VA063,57.41841183,54.24276418,NA,NA,5.254040253
AR014,64.38602542,56.05999522,NA,NA,5.301815136
VA048,51.04857716,54.52424554,NA,NA,5.301815136
NC096,61.67406705,57.76744185,NA,6.868407347,5.337545937
VA071,67.50923705,55.07818454,NA,NA,5.353518524
NC095,56.62663851,55.52687274,NA,NA,5.366206079
AR017,50.84502065,52.66324844,NA,NA,5.452996795
SC024,59.44288418,57.70560954,NA,NA,5.452996795
SC031,57.98521421,55.79575472,NA,NA,5.452996795
VA073,61.11440386,56.44969412,NA,NA,5.452996795
FL011,58.96851199,56.55729334,NA,NA,5.524879482
NC039,59.3963121,58.12675388,NA,NA,5.539402767
VA064,61.81916297,55.60644419,NA,NA,5.754040253
VA065,50.14343249,56.95154644,NA,NA,5.928621036
NC048,62.57654087,57.53441634,NA,NA,5.952996795
NC090,60.79932481,54.43988082,NA,NA,5.992784955
VA056,62.19871499,55.59899379,NA,NA,6.206309955
NC078,54.13533139,56.70436555,NA,NA,6.317480867
LA020,65.25755646,57.07667517,NA,NA,6.351636441
NC041,60.31007715,56.75169408,NA,NA,6.754040253
VA057,55.55031181,54.48066409,NA,NA,6.778973198
NC034,52.87179224,56.42487171,NA,NA,6.921867401
VA014,74.43878953,58.49700545,NA,NA,7.368725173
VA024,69.81138271,54.23607198,NA,NA,7.518764294
VA011,58.95541529,54.41699019,NA,NA,7.6792547
NC101,69.60800917,54.12669074,NA,NA,8.011630261
NC092,65.90788644,56.24922726,NA,NA,8.171655692
NC094,NA,NA,NA,3.90741255,NA
NC085,NA,NA,NA,4.70741255,NA
LA101,NA,NA,NA,6.943407347,NA
LA090,NA,NA,NA,7.343407347,NA
VA051,NA,NA,NA,7.70741255,NA
NC074,NA,NA,NA,7.90741255,NA
AR052,NA,NA,NA,9.00741255,NA
GA128,NA,NA,NA,9.10741255,NA
GA130,NA,NA,NA,9.90741255,NA
VA125,NA,NA,NA,10.75741255,NA
GA179,NA,NA,NA,11.05741255,NA
VA131,NA,NA,NA,11.20741255,NA
AR113,NA,NA,NA,11.40741255,NA
GA142,NA,NA,NA,11.95741255,NA
VA127,NA,NA,NA,12.06840735,NA
GA131,NA,NA,NA,12.70741255,NA
GA134,NA,NA,NA,12.70741255,NA
GA135,NA,NA,NA,12.99340735,NA
AR049,NA,NA,NA,13.05741255,NA
GA144,NA,NA,NA,13.65741255,NA
GA154,NA,NA,NA,14.16840735,NA
AR048,NA,NA,NA,14.80741255,NA
GA132,NA,NA,NA,16.49340735,NA
VA132,NA,NA,NA,16.70741255,NA
VA122,NA,NA,NA,16.90741255,NA
GA137,NA,NA,NA,18.24340735,NA
AR055,NA,NA,NA,18.71840735,NA
AR050,NA,NA,NA,20.10741255,NA
GA143,NA,NA,NA,22.06840735,NA
GA146,NA,NA,NA,22.39340735,NA
GA099,NA,NA,NA,24.01840735,NA
GA139,NA,NA,NA,25.04340735,NA
GA002,NA,NA,NA,NA,NA
FL031,NA,NA,NA,NA,NA
FL032,NA,NA,NA,NA,NA
LA143,NA,NA,NA,NA,NA
LA133,NA,NA,NA,NA,NA
LA144,NA,NA,NA,NA,NA
VA029,NA,NA,NA,NA,NA
MD002,NA,NA,NA,NA,NA
MD033,NA,NA,NA,NA,NA
MD034,NA,NA,NA,NA,NA
MD001,NA,NA,NA,NA,NA
VA028,NA,NA,NA,NA,NA
VA157,NA,NA,NA,NA,NA
VA032,NA,NA,NA,NA,NA
VA030,NA,NA,NA,NA,NA
VA031,NA,NA,NA,NA,NA
GA001,NA,NA,NA,NA,NA
AR036,57.95012019,55.82029018,NA,NA,NA
AR116,59.37882157,55.96211061,NA,NA,NA
LA046,NA,NA,NA,NA,NA
LA048,59.92687065,57.80273216,NA,NA,NA
LA056,59.00519155,55.43931499,NA,NA,NA
LA079,52.86923626,57.09841131,NA,NA,NA
LA080,52.76746391,56.05342678,NA,NA,NA
LA082,55.09809515,57.10553262,NA,NA,NA
NC060,52.12237882,55.0840245,NA,NA,NA
NC069,55.02173123,57.4101088,NA,NA,NA
NC117,52.69136772,55.71786869,NA,NA,NA
VA035,NA,NA,NA,NA,NA
VA093,65.81595789,55.69157529,NA,NA,NA
VA097,59.09870787,53.8335419,NA,NA,NA
VA102,67.16961249,56.26070255,NA,NA,NA
VA106,64.12847567,55.98120238,NA,NA,NA
VA119,61.73651556,56.05057786,NA,NA,NA
