"Parent1","Parent2","Yield_param.df.Par1","Yield_param.df.Par2","Yield_param.df.midPar.Pheno","Yield_param.df.midPar.GEBV","Yield_param.df.pred.mu","Yield_param.df.pred.mu_sd","Yield_param.df.pred.varG","Yield_param.df.pred.varG_sd","Yield_param.df.mu.sp_low","Yield_param.df.mu.sp_high","Yield_param.df.low.resp_DON","Yield_param.df.high.resp_DON","Yield_param.df.cor_w._DON","DON_param.df.Par1","DON_param.df.Par2","DON_param.df.midPar.Pheno","DON_param.df.midPar.GEBV","DON_param.df.pred.mu","DON_param.df.pred.mu_sd","DON_param.df.pred.varG","DON_param.df.pred.varG_sd","DON_param.df.mu.sp_low","DON_param.df.mu.sp_high","DON_param.df.low.resp_Yield","DON_param.df.high.resp_Yield","DON_param.df.cor_w._Yield"
"SC004","VA029","SC004","VA029",NA,70.84,70.91,0.22,6.17,0.69,66.61,75.25,10.32,10.39,0,"SC004","VA029",NA,10.38,10.4,0.07,2,0.15,7.99,12.87,70.95,71.01,0
"SC004","VA031","SC004","VA031",NA,73.25,73.27,0.19,7,0.73,68.65,77.8,11.44,13,0.28,"SC004","VA031",NA,12.27,12.28,0.1,2.4,0.27,9.59,14.95,71.88,74.48,0.28
"SC004","VA157","SC004","VA157",NA,72.9,72.93,0.18,5.56,0.5,68.84,77,11.16,11.51,0.08,"SC004","VA157",NA,11.34,11.35,0.09,1.94,0.15,8.93,13.75,72.5,73.17,0.08
"SC005","SC037","SC005","SC037",75.56,74.65,74.66,0.13,5.78,0.62,70.44,78.8,9.21,9.85,0.14,"SC005","SC037",NA,9.53,9.54,0.1,1.75,0.2,7.22,11.81,73.93,75.28,0.14
"SC005","TX017","SC005","TX017",71.3,72.14,72.2,0.14,5.78,0.6,68.01,76.36,9.87,10.14,0.06,"SC005","TX017",NA,10.01,10.02,0.11,1.76,0.12,7.74,12.34,71.91,72.45,0.06
"SC005","TX018","SC005","TX018",73.6,72.29,72.34,0.21,7.6,0.91,67.57,77.12,10.12,10.33,0.04,"SC005","TX018",NA,10.24,10.22,0.09,1.17,0.1,8.35,12.11,72.01,72.53,0.04
"SC005","TX021","SC005","TX021",74.37,73.59,73.69,0.17,5.4,0.53,69.69,77.73,12.04,12.45,0.07,"SC005","TX021",NA,12.2,12.19,0.12,2.18,0.18,9.65,14.77,73.34,73.95,0.07
"SC005","TX023","SC005","TX023",78.56,74.67,74.73,0.19,4.63,0.52,70.97,78.49,9.95,11.76,0.39,"SC005","TX023",NA,10.82,10.85,0.13,1.91,0.2,8.45,13.21,73.29,76.17,0.39
"SC005","VA028","SC005","VA028",NA,75.06,75.11,0.14,3.2,0.3,72.02,78.22,8.86,9.22,0.08,"SC005","VA028",NA,9,9.03,0.09,1.94,0.18,6.64,11.42,74.97,75.41,0.08
"SC005","VA029","SC005","VA029",NA,72.69,72.76,0.2,5.4,0.5,68.72,76.79,7.94,8.8,0.2,"SC005","VA029",NA,8.39,8.41,0.11,1.64,0.18,6.17,10.58,71.79,73.42,0.2
"SC005","VA031","SC005","VA031",NA,75.1,75.13,0.14,3.01,0.23,72.11,78.17,9.51,11.07,0.32,"SC005","VA031",NA,10.28,10.28,0.11,1.92,0.21,7.87,12.66,74.13,76,0.32
"SC005","VA157","SC005","VA157",NA,74.75,74.79,0.14,3.27,0.3,71.61,77.94,8.58,10.04,0.36,"SC005","VA157",NA,9.36,9.36,0.09,1.61,0.13,7.13,11.55,73.71,75.87,0.36
"SC037","TX017","SC037","TX017",74.4,70.19,70.21,0.17,5.59,0.75,66.07,74.31,9.32,10.03,0.15,"SC037","TX017",NA,9.7,9.69,0.09,1.77,0.23,7.39,12,69.56,70.66,0.15
"SC037","TX018","SC037","TX018",76.71,70.33,70.39,0.16,5.41,0.45,66.36,74.46,9.83,9.98,0.05,"SC037","TX018",NA,9.92,9.9,0.1,1.57,0.16,7.75,12.11,70.18,70.49,0.05
"SC037","TX021","SC037","TX021",77.47,71.64,71.72,0.18,5.91,0.66,67.53,75.99,11.26,12.49,0.23,"SC037","TX021",NA,11.89,11.88,0.12,2.43,0.22,9.16,14.57,70.82,72.67,0.23
"SC037","TX023","SC037","TX023",81.67,72.72,72.77,0.22,5.96,0.51,68.55,77.05,9.87,11.27,0.31,"SC037","TX023",NA,10.51,10.54,0.13,1.71,0.14,8.26,12.82,71.62,74.11,0.31
"SC037","VA028","SC037","VA028",NA,73.11,73.14,0.15,5.22,0.46,69.14,77.06,7.86,9.52,0.37,"SC037","VA028",NA,8.69,8.71,0.1,1.72,0.16,6.45,10.99,71.76,74.6,0.37
"SC037","VA029","SC037","VA029",NA,70.74,70.81,0.17,6.27,0.67,66.53,75.2,7.91,8.2,0.07,"SC037","VA029",NA,8.08,8.1,0.08,1.5,0.12,5.95,10.22,70.4,71.05,0.07
"SC037","VA031","SC037","VA031",NA,73.14,73.18,0.19,6.44,0.61,68.78,77.6,9.15,10.83,0.39,"SC037","VA031",NA,9.97,9.97,0.07,1.76,0.2,7.64,12.24,71.45,74.83,0.39
"SC037","VA157","SC037","VA157",NA,72.79,72.79,0.17,5.2,0.46,68.86,76.73,8.78,9.38,0.17,"SC037","VA157",NA,9.05,9.04,0.07,1.58,0.12,6.9,11.28,72.06,73.36,0.17
"TX017","TX018","TX017","TX018",72.45,67.82,67.82,0.12,5.3,0.51,63.82,71.8,10.27,10.67,0.09,"TX017","TX018",NA,10.41,10.39,0.08,1.47,0.1,8.28,12.48,67.48,68.09,0.09
"TX017","TX021","TX017","TX021",73.21,69.13,69.19,0.16,4.69,0.44,65.43,72.96,11.82,12.97,0.21,"TX017","TX021",NA,12.37,12.37,0.1,2.17,0.23,9.82,14.89,68.45,69.93,0.21
"TX017","TX023","TX017","TX023",77.41,70.2,70.22,0.18,5.16,0.51,66.26,74.15,10.71,11.32,0.14,"TX017","TX023",NA,10.99,11.02,0.08,1.8,0.15,8.67,13.33,69.59,70.64,0.14
"TX017","VA028","TX017","VA028",NA,70.6,70.57,0.15,4.27,0.44,66.96,74.1,8.38,9.95,0.3,"TX017","VA028",NA,9.17,9.21,0.11,2.35,0.26,6.56,11.85,69.47,71.7,0.3
"TX017","VA029","TX017","VA029",NA,68.22,68.24,0.18,5.18,0.45,64.27,72.17,8.69,8.49,-0.05,"TX017","VA029",NA,8.56,8.59,0.07,2.17,0.26,6.02,11.15,68.46,68.02,-0.05
"TX017","VA031","TX017","VA031",NA,70.63,70.61,0.19,6.24,0.75,66.25,74.96,9.87,10.99,0.21,"TX017","VA031",NA,10.45,10.45,0.09,2.03,0.18,7.94,12.91,69.76,71.51,0.21
"TX017","VA157","TX017","VA157",NA,70.28,70.25,0.17,4.39,0.51,66.55,73.82,9.54,9.57,0,"TX017","VA157",NA,9.53,9.53,0.09,1.53,0.11,7.38,11.71,70.1,70.19,0
"TX018","TX021","TX018","TX021",75.51,69.28,69.32,0.13,6.89,0.63,64.76,73.81,12.13,13.06,0.2,"TX018","TX021",NA,12.59,12.6,0.09,1.75,0.17,10.34,14.89,68.57,70.15,0.2
"TX018","TX023","TX018","TX023",79.71,70.35,70.37,0.2,7.81,0.81,65.44,75.17,10.81,11.75,0.22,"TX018","TX023",NA,11.21,11.25,0.09,1.77,0.15,8.94,13.54,69.39,71.5,0.22
"TX018","VA028","TX018","VA028",NA,70.74,70.72,0.17,5.71,0.54,66.53,74.8,9.15,9.81,0.16,"TX018","VA028",NA,9.39,9.44,0.09,2.21,0.26,6.88,12.01,70.05,71.31,0.16
"TX018","VA029","TX018","VA029",NA,68.37,68.39,0.16,4.96,0.46,64.48,72.23,8.3,9.31,0.23,"TX018","VA029",NA,8.79,8.81,0.09,1.89,0.24,6.42,11.19,67.44,69.47,0.23
"TX018","VA031","TX018","VA031",NA,70.78,70.76,0.19,6.9,0.71,66.18,75.3,10.09,11.32,0.27,"TX018","VA031",NA,10.67,10.69,0.09,1.97,0.17,8.23,13.09,69.59,71.84,0.27
"TX018","VA157","TX018","VA157",NA,70.43,70.41,0.15,5.73,0.67,66.28,74.51,9.58,10.13,0.11,"TX018","VA157",NA,9.75,9.76,0.08,1.46,0.1,7.67,11.84,70.02,70.77,0.11
"TX021","TX023","TX021","TX023",80.48,71.66,71.62,0.17,3.92,0.31,68.2,75.05,13.45,12.92,-0.14,"TX021","TX023",NA,13.18,13.21,0.07,1.08,0.12,11.41,15.01,72.18,71.19,-0.14
"TX021","VA028","TX021","VA028",NA,72.05,72,0.14,4.47,0.38,68.34,75.69,11.25,11.55,0.07,"TX021","VA028",NA,11.36,11.39,0.09,1.94,0.16,8.97,13.84,71.79,72.25,0.07
"TX021","VA029","TX021","VA029",NA,69.68,69.64,0.18,6.29,0.64,65.26,74.03,10.54,10.98,0.06,"TX021","VA029",NA,10.75,10.78,0.11,2.82,0.31,7.84,13.68,69.41,69.78,0.06
"TX021","VA031","TX021","VA031",NA,72.08,72.02,0.14,4.61,0.39,68.27,75.72,12.16,13.04,0.19,"TX021","VA031",NA,12.64,12.64,0.07,1.6,0.12,10.42,14.83,71.35,72.82,0.19
"TX021","VA157","TX021","VA157",NA,71.73,71.67,0.16,3.82,0.41,68.29,75.09,11.69,11.7,0.01,"TX021","VA157",NA,11.71,11.72,0.1,2.39,0.18,8.99,14.33,71.73,71.63,0.01
"TX023","VA028","TX023","VA028",NA,73.13,73.1,0.14,4.27,0.45,69.5,76.69,9.36,10.66,0.3,"TX023","VA028",NA,9.98,9.98,0.08,1.53,0.14,7.85,12.14,71.97,74.13,0.3
"TX023","VA029","TX023","VA029",NA,70.75,70.76,0.2,6.1,0.74,66.49,75.06,8.72,9.96,0.25,"TX023","VA029",NA,9.37,9.36,0.1,2.09,0.18,6.86,11.85,69.67,71.82,0.25
"TX023","VA031","TX023","VA031",NA,73.16,73.12,0.15,4.81,0.48,69.34,76.92,10.54,11.97,0.35,"TX023","VA031",NA,11.26,11.24,0.08,1.4,0.14,9.2,13.35,71.77,74.35,0.35
"TX023","VA157","TX023","VA157",NA,72.81,72.77,0.2,4.54,0.46,69.08,76.43,9.43,11.17,0.35,"TX023","VA157",NA,10.33,10.31,0.1,1.96,0.17,7.86,12.71,71.44,73.93,0.35
"VA028","VA029","VA028","VA029",NA,71.15,71.16,0.16,3.98,0.29,67.72,74.61,6.86,8.17,0.27,"VA028","VA029",NA,7.55,7.52,0.11,2.04,0.21,5.03,10.02,70.35,72.07,0.27
"VA028","VA031","VA028","VA031",NA,73.55,73.53,0.11,2.96,0.33,70.54,76.53,8.95,9.82,0.2,"VA028","VA031",NA,9.44,9.41,0.07,1.52,0.16,7.25,11.52,72.78,74.02,0.2
"VA028","VA157","VA028","VA157",NA,73.2,73.2,0.15,3.47,0.32,69.94,76.4,7.84,9.14,0.23,"VA028","VA157",NA,8.51,8.48,0.1,2.51,0.21,5.72,11.21,72.48,73.9,0.23
"VA029","VA031","VA029","VA031",NA,71.18,71.13,0.13,5.23,0.59,67.13,75.06,8.37,9.41,0.21,"VA029","VA031",NA,8.83,8.82,0.1,1.84,0.18,6.47,11.17,70.27,71.9,0.21
"VA029","VA157","VA029","VA157",NA,70.83,70.8,0.11,4.46,0.44,67.13,74.45,7.91,8.06,0.03,"VA029","VA157",NA,7.91,7.89,0.07,1.47,0.14,5.78,9.97,70.68,70.91,0.03
"VA031","VA157","VA031","VA157",NA,73.24,73.24,0.13,2.9,0.38,70.26,76.17,9.46,10.13,0.18,"VA031","VA157",NA,9.8,9.8,0.08,1.21,0.1,7.9,11.7,72.72,73.8,0.18
